,Location,Time,ID,path
1349,"[32.944520000000004, 73.71837]",2014-11-13 22:25:50.000000,66686089,
1350,"[32.9445, 73.7184]",2014-11-13 22:25:50.000000,66686089,
1351,"[32.9445, 73.7184]",2014-11-13 22:25:50.000000,66686089,
1352,"[32.944520000000004, 73.71837]",2014-11-13 22:25:50.000000,66686089,
1353,"[32.944520000000004, 73.71837]",2014-11-13 22:25:50.000000,66686089,
1354,"[32.9445, 73.7184]",2014-11-13 22:25:50.000000,66686089,
1355,"[32.944520000000004, 73.71837]",2014-11-13 22:25:50.000000,66686089,
1356,"[32.9445, 73.7184]",2014-11-13 22:25:50.000000,66686089,
1357,"[32.9445, 73.7184]",2014-11-13 22:25:50.000000,66686089,
1358,"[32.944520000000004, 73.71837]",2014-11-13 22:25:50.000000,66686089,
1359,"[32.944520000000004, 73.71837]",2014-11-13 22:25:50.000000,66686089,
1360,"[32.9445, 73.7184]",2014-11-07 14:12:01.000000,66686089,
1361,"[32.944520000000004, 73.71837]",2014-11-07 14:12:01.000000,66686089,
1362,"[32.9445, 73.7184]",2014-11-07 14:12:01.000000,66686089,
1363,"[32.9445, 73.7184]",2014-11-07 14:12:01.000000,66686089,
1364,"[32.944520000000004, 73.71837]",2014-11-07 14:12:01.000000,66686089,
1365,"[32.944520000000004, 73.71837]",2014-11-07 14:12:01.000000,66686089,
1366,"[32.9445, 73.7184]",2014-11-09 01:37:24.000000,66686089,
1367,"[32.944520000000004, 73.71837]",2014-11-09 01:37:24.000000,66686089,
1368,"[32.9445, 73.7184]",2014-11-09 01:37:24.000000,66686089,
1369,"[32.9445, 73.7184]",2014-11-09 01:37:24.000000,66686089,
1370,"[32.944520000000004, 73.71837]",2014-11-09 01:37:24.000000,66686089,
1371,"[32.944520000000004, 73.71837]",2014-11-09 01:37:24.000000,66686089,
1372,"[32.9445, 73.7184]",2014-11-03 19:39:05.000000,66686089,
1373,"[32.944520000000004, 73.71837]",2014-11-03 19:39:05.000000,66686089,
1374,"[32.9445, 73.7184]",2014-11-03 19:39:05.000000,66686089,
1375,"[32.9445, 73.7184]",2014-11-03 19:39:05.000000,66686089,
1376,"[32.944520000000004, 73.71837]",2014-11-03 19:39:05.000000,66686089,
1377,"[32.944520000000004, 73.71837]",2014-11-03 19:39:05.000000,66686089,
1378,"[32.9445, 73.7184]",2014-11-09 01:37:24.000000,66686089,
1379,"[32.944520000000004, 73.71837]",2014-11-09 01:37:24.000000,66686089,
1380,"[32.9445, 73.7184]",2014-11-09 01:37:24.000000,66686089,
1381,"[32.9445, 73.7184]",2014-11-09 01:37:24.000000,66686089,
1382,"[32.944520000000004, 73.71837]",2014-11-09 01:37:24.000000,66686089,
1383,"[32.944520000000004, 73.71837]",2014-11-09 01:37:24.000000,66686089,
1384,"[32.9445, 73.7184]",2014-11-16 22:29:09.000000,66686089,
1385,"[32.944520000000004, 73.71837]",2014-11-16 22:29:09.000000,66686089,
1386,"[32.9445, 73.7184]",2014-11-16 22:29:09.000000,66686089,
1387,"[32.9445, 73.7184]",2014-11-16 22:29:09.000000,66686089,
1388,"[32.944520000000004, 73.71837]",2014-11-16 22:29:09.000000,66686089,
1389,"[32.944520000000004, 73.71837]",2014-11-16 22:29:09.000000,66686089,
1390,"[32.9445, 73.7184]",2014-11-19 18:53:35.000000,66686089,
1391,"[32.944520000000004, 73.71837]",2014-11-19 18:53:35.000000,66686089,
1392,"[32.9445, 73.7184]",2014-11-19 18:53:35.000000,66686089,
1393,"[32.9445, 73.7184]",2014-11-19 18:53:35.000000,66686089,
1394,"[32.944520000000004, 73.71837]",2014-11-19 18:53:35.000000,66686089,
1395,"[32.944520000000004, 73.71837]",2014-11-19 18:53:35.000000,66686089,
1396,"[32.9445, 73.7184]",2014-11-06 17:23:57.000000,66686089,
1397,"[32.944520000000004, 73.71837]",2014-11-06 17:23:57.000000,66686089,
1398,"[32.9445, 73.7184]",2014-11-06 17:23:57.000000,66686089,
1399,"[32.9445, 73.7184]",2014-11-06 17:23:57.000000,66686089,
1400,"[32.944520000000004, 73.71837]",2014-11-06 17:23:57.000000,66686089,
1401,"[32.944520000000004, 73.71837]",2014-11-06 17:23:57.000000,66686089,
1402,"[32.9445, 73.7184]",2014-11-27 16:48:22.000000,66686089,
1403,"[32.944520000000004, 73.71837]",2014-11-27 16:48:22.000000,66686089,
1404,"[32.9445, 73.7184]",2014-11-27 16:48:22.000000,66686089,
1405,"[32.9445, 73.7184]",2014-11-27 16:48:22.000000,66686089,
1406,"[32.944520000000004, 73.71837]",2014-11-27 16:48:22.000000,66686089,
1407,"[32.944520000000004, 73.71837]",2014-11-27 16:48:22.000000,66686089,
1408,"[32.9445, 73.7184]",2014-11-18 19:38:51.000000,66686089,
1409,"[32.944520000000004, 73.71837]",2014-11-18 19:38:51.000000,66686089,
1410,"[32.9445, 73.7184]",2014-11-18 19:38:51.000000,66686089,
1411,"[32.9445, 73.7184]",2014-11-18 19:38:51.000000,66686089,
1412,"[32.944520000000004, 73.71837]",2014-11-18 19:38:51.000000,66686089,
1413,"[32.944520000000004, 73.71837]",2014-11-18 19:38:51.000000,66686089,
1414,"[32.9445, 73.7184]",2014-11-19 18:53:35.000000,66686089,
1415,"[32.944520000000004, 73.71837]",2014-11-19 18:53:35.000000,66686089,
1416,"[32.9445, 73.7184]",2014-11-19 18:53:35.000000,66686089,
1417,"[32.9445, 73.7184]",2014-11-19 18:53:35.000000,66686089,
1418,"[32.944520000000004, 73.71837]",2014-11-19 18:53:35.000000,66686089,
1419,"[32.944520000000004, 73.71837]",2014-11-19 18:53:35.000000,66686089,
1420,"[32.9445, 73.7184]",2014-11-28 19:47:29.000000,66686089,
1421,"[32.944520000000004, 73.71837]",2014-11-28 19:47:29.000000,66686089,
1422,"[32.9445, 73.7184]",2014-11-28 19:47:29.000000,66686089,
1423,"[32.9445, 73.7184]",2014-11-28 19:47:29.000000,66686089,
1424,"[32.944520000000004, 73.71837]",2014-11-28 19:47:29.000000,66686089,
